	1_NA_NA_NA_NA_NA_NA_3	2_NA_NA_NA_NA_NA_NA_3	3_NA_NA_NA_NA_NA_NA_2	4_NA_NA_NA_NA_NA_NA_3	5_NA_NA_NA_NA_NA_NA_3	6_NA_NA_NA_NA_NA_NA_3	7_NA_NA_NA_NA_NA_NA_2	8_NA_NA_NA_NA_NA_NA_3	9_NA_NA_NA_NA_NA_NA_3	9_P1_0.33_NA_NA_NA_NA_3	10_NA_NA_NA_NA_NA_NA_2	10_P2_NA_NA_NA_NA_NA_3	10_P3_NA_NA_NA_NA_NA_2	10_P4_NA_NA_NA_NA_NA_2	11_NA_NA_NA_NA_NA_NA_3	11_P1_1.00_NA_NA_NA_NA_3	12_NA_NA_NA_NA_NA_NA_3	12_P5_NA_NA_NA_NA_NA_3	13_NA_NA_NA_NA_NA_NA_3	13_P6_NA_NA_NA_NA_NA_3	14_NA_NA_NA_NA_NA_NA_3	14_P6_NA_NA_NA_NA_NA_3	15_P7_NA_NA_NA_NA_NA_2	15_P8_NA_NA_NA_NA_NA_3	15_NA_NA_NA_NA_NA_NA_3	16_NA_NA_NA_NA_NA_NA_1	16_P9_1.00_NA_NA_NA_NA_1	17_NA_NA_NA_NA_NA_NA_3	17_P5_NA_NA_NA_NA_NA_2	18_NA_NA_NA_NA_NA_NA_3	18_P10_NA_NA_NA_NA_NA_3	19_NA_NA_NA_NA_NA_NA_3	19_P11_1.00_NA_NA_NA_NA_3	20_NA_NA_NA_NA_NA_NA_3	20_P12_1.00_NA_NA_NA_NA_3	21_NA_NA_NA_NA_NA_0.00_5	21_P6_NA_NA_NA_NA_0.33_5	21_P6_NA_NA_NA_NA_2.00_5	22_P13_NA_NA_NA_NA_0.00_5	22_P13_NA_NA_NA_NA_0.67_5	22_P13_NA_NA_NA_NA_2.00_5	23_NA_NA_NA_NA_NA_NA_3	23_NA_NA_NA_G1551_NA_NA_3	23_NA_NA_NA_G1997_NA_NA_3	23_NA_NA_NA_G1551,G1997_NA_NA_3	24_NA_NA_NA_NA_NA_NA_3	24_NA_NA_NA_NA_G529_NA_3	24_NA_NA_NA_NA_G2748_NA_3	24_NA_NA_NA_NA_G1167_NA_3	25_NA_NA_NA_NA_NA_NA_3	25_NA_NA_NA_G1551_NA_NA_3	25_NA_NA_NA_G1997_NA_NA_3	25_NA_NA_NA_G1551,G1997_NA_NA_3
G624	5.4052000	3.8877000	6.9893500	5.5857333	5.0396333	5.6265000	6.4380500	5.0400667	6.0725000	4.9191333	5.2067500	4.4538333	5.6163000	4.3470000	3.5705333	4.0130333	5.5180667	5.4967000	4.2869000	7.6508333	2.6961000	3.1602333	2.5564500	2.4559333	2.4044000	2.3639000	2.5381000	4.7238667	4.9989000	2.6163667	2.4093667	2.4147333	2.4716000	2.3741000	2.3335000	6.7494400	6.7168800	6.7976200	6.1688600	5.5037600	6.0974800	4.0734667	3.9622000	3.6513333	3.7943333	5.4528000	5.3690667	5.6856667	5.4291000	5.6601333	5.7298667	6.1644000	5.8079667
G625	8.9823000	5.5472333	9.4914500	7.3760667	7.1551333	6.5817333	7.7125500	7.0392667	5.6601333	7.1332667	6.1657000	7.3275000	7.4986500	9.3090000	5.8478000	6.1617000	7.3044667	6.5568000	7.3774667	6.5235333	6.1974667	4.7228000	2.9586500	3.5057000	3.4732333	3.9694000	3.9503000	5.6412667	5.6485500	3.8473333	3.9222667	4.0133333	3.8312333	3.7708000	4.1299667	5.0779600	5.3340400	4.8175600	5.1209600	4.9274400	5.0648000	8.9973000	8.8509333	9.2839667	9.1612000	7.5912333	7.6777000	7.4918000	7.1598667	7.3363667	7.5991333	7.2382333	7.6745333
G626	4.2240000	3.4675667	7.4648000	6.2800667	6.4209667	6.2844667	6.8859000	6.4421333	7.5717333	5.6637000	5.9577500	6.4192667	5.9609000	5.2402000	6.1358667	5.4600667	7.7683333	7.7511333	5.8487667	6.4984333	5.6051000	4.5388000	7.3043000	5.7438333	5.3807333	6.9418000	4.8953000	6.5716000	6.6626000	7.1300333	6.8748333	7.2237667	6.5178667	6.2666333	5.0222000	7.6835600	7.9055200	8.0839800	7.7306800	7.1862000	7.0543200	5.9669667	5.4624333	5.7985000	5.5907333	6.2155333	6.3269667	6.3414000	6.3192667	7.5468333	7.8773667	7.6761667	7.8287000
G627	4.5153333	5.6307000	5.6642500	4.6766667	5.3098333	5.4378667	4.8707500	5.0735000	5.6955000	5.5747333	4.9738000	4.6267333	4.3330000	4.3145500	5.7768000	5.9178333	8.4311667	7.7521000	6.2150333	7.0458000	7.5166000	8.1099000	5.1706500	5.5736000	6.1719333	5.3787000	6.0606000	5.6023000	5.0560000	5.3567000	5.5459000	5.4727667	5.3978667	5.2898000	6.4359000	4.6796400	4.7438800	4.9667400	4.5263600	5.0392400	5.0388000	5.9132667	6.0032667	5.6098667	5.7924333	4.7839667	4.7235667	4.6804000	4.8770333	4.8669333	4.4737000	4.7915667	4.6036667
G628	10.1843333	8.3745333	7.5716000	6.2568333	6.0298333	5.6590333	7.6305000	6.2087000	4.5914000	4.7860000	7.7164500	6.7729667	8.0716000	7.8116000	4.7394000	4.7111667	8.4345333	8.0352667	5.4373333	6.2714333	6.7961667	5.2636000	5.6036000	6.9814667	7.2051000	6.3187000	7.6667000	5.5323333	6.2950000	6.3871000	6.8622667	6.7993667	6.5147333	6.3645333	7.3674000	4.8621400	4.6928200	5.0350000	5.1969600	4.9275400	5.0989400	8.5585333	8.7285333	8.7403000	8.5394667	6.4308333	6.4079000	6.4453333	6.0441333	7.4153000	7.5282333	7.2087000	7.7224333
G629	5.5274000	8.3224000	7.5932000	8.2569667	8.2807667	8.3721667	7.4807500	8.4325000	9.7068333	10.5733333	10.5090000	9.9567000	10.6350000	10.0832000	10.3353333	10.3796667	7.7061000	7.6692667	5.8833667	4.7114667	9.4547000	8.1306000	8.2831000	9.4302667	10.3146667	7.5529000	10.2920000	9.2986333	9.0369500	8.0157000	7.7038333	7.7940333	7.6009000	6.9831000	7.6665667	9.5018000	9.3500400	9.2231000	9.3282800	8.8420400	9.1221600	5.1203667	5.2510333	5.4674000	5.3505333	8.2990333	8.1218667	8.2826667	8.2555000	8.4733333	8.3059333	8.3457000	8.5230000
G630	8.4991333	9.8579333	5.5572000	5.2864667	5.9103333	6.1596000	5.1190000	5.6132667	4.8972333	5.0521667	6.3034000	5.0866333	5.9608000	5.2708500	5.4395000	5.3755333	7.3948333	7.6926333	3.1797000	4.2449000	7.5788667	6.7734667	6.8265500	7.5682667	6.6914000	6.7101000	8.1598000	5.8058667	5.6594500	6.5141333	6.8617000	6.4605667	6.2774667	7.0169000	8.1809333	6.3538800	6.6556400	7.6642400	6.2557400	6.5793000	7.5076200	6.3487333	6.5142333	6.6753333	6.7054000	5.2371000	5.1475667	5.3776667	5.5881667	4.9846000	4.9574333	4.9243000	4.9579333
G631	2.0125667	2.4377000	2.0789000	2.2085000	2.1135000	2.1450667	2.1028000	1.8963000	2.3919667	2.3459000	2.3901500	2.0392000	2.2627500	2.3250000	2.6956333	2.5929667	1.6881667	1.6880667	3.9274000	4.3080667	4.7741000	3.0117333	2.3790500	2.7167667	2.3593000	2.7934000	3.3265000	1.9131333	1.6505500	2.7039000	2.6348333	2.7787000	2.8926667	2.9826000	9.6212000	1.8680000	1.9529200	1.9357600	2.0442000	2.0348200	1.8678000	1.8136000	1.8361333	1.7964333	1.7832000	2.0956333	2.0596000	2.2476000	2.1287000	1.9988667	2.1460333	2.0515667	2.0028000
G632	5.4482000	4.4911333	7.7669500	2.9555000	2.8475667	2.9076333	7.5097500	2.9403333	3.1709333	3.2412333	3.6674500	3.0167000	2.9728000	3.1443000	3.5758333	3.8806000	2.4831667	2.1615333	6.8276667	6.2489000	3.2196000	5.4681333	3.2827000	3.4511333	3.5294000	2.9697000	3.0381000	2.5588000	2.2611000	3.1535333	3.1501000	3.0859000	3.0929667	2.9716333	2.3808667	2.5653200	2.6712200	2.6578400	2.8975600	2.9099600	2.7880200	5.2270000	5.2647000	4.7424667	5.5092667	3.0532667	2.9750000	3.0896667	2.9367667	6.9304333	6.8031667	7.1563667	7.0246667
G633	7.1613667	6.9320667	7.5583500	7.4111667	7.4064333	7.4607333	7.7920000	7.3275667	8.3583333	7.6164000	7.8409000	7.4084000	7.8587000	7.5318000	7.9340667	8.0180000	6.8446667	6.8992333	6.2021000	6.3835000	8.2938667	9.4394667	7.8250500	7.7111333	7.2421667	7.4963000	7.6775000	8.7889000	8.2198500	7.6638333	7.6438667	7.5607333	7.5890333	7.5115333	10.3304667	7.9109400	7.8045400	7.5388000	7.7174000	7.2669600	7.2299200	7.3034333	7.5453000	7.4631333	7.6252333	7.5005667	7.4235333	7.4819000	7.4334667	6.8687667	6.9176000	6.9066333	6.7888333
G634	9.5843000	9.2895000	9.4125000	10.0257000	10.0581667	10.1044000	9.4598000	10.1339333	9.1108000	9.2741333	10.7590000	10.1765000	10.6305000	9.8234000	9.1528667	9.3386667	10.1583333	9.9143333	6.5549333	5.9602000	10.3003333	8.9140333	9.7217500	10.1730000	9.8780333	9.8403000	10.9960000	10.1476667	10.7535000	9.7154000	9.8195667	9.7224000	9.3877000	9.6695333	9.9499333	9.0208600	8.7160200	8.6407000	9.4892200	10.0218400	9.7199200	10.1700000	10.1529000	10.3430000	10.3016667	10.0902333	10.1262000	10.1572667	10.1796667	9.0573667	8.9571000	8.9985000	9.1021000
G635	3.1014000	3.4319333	5.4926500	3.4453000	3.2182000	3.1578667	5.8564000	3.1006000	3.3873667	3.3057000	2.9100000	3.1110667	2.4961000	3.0460500	4.4892000	3.8829000	2.6523333	2.4101333	5.0089000	3.1426000	6.7769333	5.3626667	8.1367000	10.0086667	10.8996667	7.3392000	8.9230000	2.7403667	2.1269500	7.7537000	8.2320333	7.7630333	7.7370667	7.2128000	11.3330000	2.6100400	2.7216200	2.6677600	2.7428800	2.7811200	2.8765200	2.4273333	2.5088333	2.4700000	2.5340333	3.3802000	3.3983667	3.4754000	3.2347333	2.8906000	2.9366333	3.1504667	2.8073000
G636	5.6022333	5.5834000	6.7803500	7.6859000	6.7677000	7.1569333	7.0782500	6.8654333	7.4249667	7.0645667	6.5897500	6.3562000	6.7896000	6.3413000	6.7862333	6.5517667	8.5042000	7.9757000	6.6691000	5.3410333	7.6385333	8.4863667	6.6470000	6.1866333	6.2586667	5.8198000	5.9851000	7.7512667	7.3309000	6.1569000	5.9577333	5.9243333	5.9566000	6.0966000	4.8135667	6.5365400	6.4465400	6.3641400	6.4605000	7.0496400	6.5209800	6.2428333	6.4804667	6.4538000	6.2419000	7.6435333	7.6829333	7.5398333	7.4759000	6.5670667	6.3277333	6.6131000	6.3640667
G637	12.7726667	12.1683333	12.8630000	13.1316667	12.9220000	13.0216667	13.0985000	12.9306667	13.0660000	12.7806667	12.7215000	12.7903333	12.7635000	12.4835000	12.9010000	12.7620000	12.7906667	12.8810000	5.6277000	5.7442000	12.4506667	12.0363333	13.3660000	13.4513333	13.3853333	13.5100000	13.0800000	12.8726667	13.1425000	13.4150000	13.3863333	13.4600000	13.5260000	13.5803333	13.4180000	13.1904000	13.2282000	13.2186000	13.0808000	12.8986000	13.3138000	12.2523333	12.2666667	12.2903333	12.3423333	13.1353333	13.1300000	13.2133333	13.0970000	12.7163333	12.7853333	12.7000000	12.7406667
G638	11.5613333	10.6460000	10.1461500	10.5783333	9.0085333	8.8026667	10.6625000	9.2844333	9.0317667	8.3880667	6.7941500	7.3819667	7.0366000	6.4755000	8.4861333	8.4159000	8.8344333	8.4608000	5.7784333	4.7633000	4.4404333	7.2762000	4.7230500	4.5973000	4.6041333	4.4644000	4.5331000	7.7658667	7.6681500	4.6982667	4.4629333	4.8192667	4.5164000	4.5183667	3.1201000	8.3382600	8.8459000	9.9702400	8.4769200	9.2631600	10.2516200	12.0873333	12.1863333	12.1620000	12.1230000	10.5450000	10.6206667	10.5106667	9.8678000	10.4643333	10.6553333	10.1023333	10.3826667
G639	5.3586000	7.4113333	5.9735500	7.1297667	7.4219667	8.5336333	5.9276500	6.9265667	8.0991333	6.6758667	6.9134500	7.1817333	6.9790500	6.1306000	7.7904667	7.3762333	5.2552000	5.5236000	6.9626000	5.7575333	7.0493667	6.0792000	6.8258500	5.4112333	5.8237667	6.8126000	5.1842000	9.4027000	8.6007000	6.8178333	6.2177333	6.7122667	9.0037667	6.6625333	7.7727333	6.4002200	6.5671400	6.4999400	6.0825800	6.2066600	6.6028000	6.2336333	6.7612667	6.2082000	6.4144333	7.2809000	6.8267333	6.7646667	6.9610000	5.0338000	5.1873667	5.1217667	4.9226667
G640	2.5656000	2.8812333	2.8649500	2.8301000	2.7601000	2.6545000	2.8187500	2.7423000	3.1969000	4.1596333	2.7809500	2.5669667	2.6941000	3.0998500	3.9159667	3.9406667	2.1710000	1.9558667	4.4073333	5.3478667	2.6344000	5.2036333	2.9328000	3.1298667	3.2498667	2.9022000	2.8023000	2.4111667	1.8402000	2.9981000	2.8232333	2.8263667	2.8284000	2.7771333	2.1998667	2.2234200	2.2821200	2.4001600	2.3302800	2.5052200	2.4348600	2.0598000	2.1202000	1.9985333	2.1072000	2.7022000	2.6790667	2.6364000	2.9312000	2.5521667	2.5616000	2.5134000	2.5715333
G641	2.9749667	3.0260000	4.4885500	5.5703667	5.5717000	5.4346000	5.0789000	5.6930667	6.2707000	4.1808667	10.7250000	11.1260000	10.2520000	9.8184500	4.2088667	3.4665667	4.4204667	4.8576667	2.9939667	3.0283000	2.5173000	3.3231667	3.4357000	3.9622000	3.5207333	3.0563000	3.2452000	10.0098000	10.8685000	3.3188667	3.3828000	3.1695000	2.9237333	3.0384667	2.5947333	3.4786800	3.4251600	3.5608600	3.7737600	3.5263800	3.3535000	6.1600000	6.0172000	6.1642000	6.2363000	5.4542333	5.5303333	5.3703333	5.5669333	6.2001667	6.7929333	5.6765667	6.3439667
G642	11.1893333	9.7507667	10.6955000	10.2296667	10.4073333	10.2796667	10.9750000	10.4070000	10.8103333	9.7225333	10.7005000	10.5766667	10.5265000	10.1690000	10.2021667	9.7803000	10.8286667	10.9683333	6.4411333	5.0717000	9.5129333	8.6268667	11.3430000	11.5576667	11.0280000	11.0100000	11.6710000	11.0280000	11.0405000	11.2050000	11.3270000	11.1536667	11.0823333	10.7416667	11.1960000	11.0148000	10.8528000	10.6414000	11.2200000	10.8540000	10.8916000	10.3296667	10.2926667	10.3166667	10.3956667	10.2373333	10.2703333	10.3043333	10.3120000	11.5946667	11.3983333	11.5420000	11.5750000
G643	4.6846333	5.8502333	5.9671500	5.2539667	5.6833000	5.4584667	6.1350000	5.7819000	6.5258000	5.9150000	6.0192500	6.3733000	6.1679000	5.5605000	6.3353000	6.4929333	4.8288667	5.1151667	7.3004333	6.1375667	8.0369333	7.2869333	5.7216500	5.5056667	5.3982667	5.6358000	5.4707000	5.8232667	6.1473500	5.8774000	5.7538667	5.7423000	5.6629000	5.4017667	6.7728333	6.5528200	6.1866200	5.7176800	6.8722000	6.0762200	5.7201200	5.7981333	5.7283667	5.5775000	5.7868000	5.1138333	5.2910000	5.4202333	5.3457667	5.7306667	5.6259333	5.7623333	5.7416667
G644	10.6436667	10.9126667	11.5815000	11.2496667	11.7130000	11.8510000	11.7055000	11.5726667	12.1820000	12.4703333	11.9015000	11.8013333	11.6620000	11.6985000	12.3813333	12.3506667	11.4356667	11.5970000	5.4931000	5.8683333	11.7113333	10.6320000	11.8755000	11.6130000	12.1976667	11.6900000	11.2670000	11.6766667	11.6780000	11.8550000	11.7593333	11.8273333	11.7993333	11.9903333	11.4866667	12.3270000	12.2796000	12.0838000	12.1394000	12.0422000	11.8844000	9.0196333	8.9020667	8.9581000	9.0198333	11.3573333	11.3220000	11.2706667	11.4860000	11.0493333	11.2613333	11.1306667	11.1023333
G645	5.1225667	5.5109000	4.6853500	6.0158000	5.2959333	5.1784333	5.1296500	4.2467667	3.8601333	4.6514333	4.0962500	5.0388000	5.6912500	4.5434000	3.8893667	4.7528333	4.1633333	6.0989667	4.5121333	3.8212333	4.2937667	3.7884667	4.4639000	3.7297333	6.6713000	3.9383000	3.7054000	5.0558667	5.9058500	4.7693333	4.8845333	4.3950000	4.3760000	3.8922667	6.2857000	4.5589600	4.4665200	5.0365200	4.3685600	5.5613600	5.1814200	4.3384667	5.0417333	4.6380000	5.4747333	5.1220333	5.1488667	5.4116000	6.3713333	4.1065000	4.7227333	5.8195000	4.1817000
G646	7.4548333	7.4924667	7.7294000	8.4005000	8.4153000	8.4228667	7.7321000	8.4767333	8.5010667	8.6650333	8.6697500	8.9915333	8.8870000	8.5759000	9.0999000	8.3987000	7.2539000	7.7337000	4.0641667	4.2736333	6.8976000	5.2193667	8.6984000	7.9796000	8.3805333	8.8568000	7.1771000	9.4454333	9.1537500	8.8251667	8.9117000	8.9258000	9.0126667	8.9138000	7.7131000	8.6278600	8.4602800	8.2188200	9.1123000	8.4117200	8.8277000	6.7711667	6.7872333	6.6197000	6.6212000	8.4963000	8.6075667	8.4854667	8.4291333	9.0165333	9.2693000	9.0287000	9.2809667
G647	11.5396667	10.8640667	11.8460000	11.0920000	12.0870000	11.4006667	10.5532000	9.3519333	11.2752000	12.0713333	10.6190000	12.0936667	11.8400000	10.6389000	11.1183333	10.0040333	9.3288333	11.0473333	11.9916667	9.4680333	10.6966667	11.8996667	8.8719000	9.0523000	11.0036667	12.6030000	10.7620000	11.6290000	12.1625000	11.1923333	11.2016667	11.6083333	12.0390000	11.6760000	9.6146333	11.1084400	11.9516000	10.8209800	11.1407200	10.1102600	11.3472000	11.7293333	11.5136667	9.8779667	11.7833333	12.0526667	9.6411667	12.0220000	9.2327667	9.6921000	11.9910000	11.0776667	11.5340000
G648	2.8526333	3.1892000	3.3698500	3.3027333	2.9340000	3.0882000	3.4028500	2.9902000	3.3765000	3.4149667	4.0643000	4.3337000	4.9753500	3.1769000	4.2502000	3.9283667	3.8092333	4.2810333	4.6465333	5.1927667	3.3551667	5.2717000	3.2530000	3.3630000	3.5200667	3.0603000	3.5566000	4.0458667	4.5038500	3.2407000	3.2682000	3.2326000	3.1488000	3.1003000	2.4689667	2.6289600	2.6945000	2.6848200	2.8484000	2.9568800	2.9761400	3.5279000	3.3395000	3.4582667	3.3586333	3.2586667	3.3279667	3.3322000	3.1641333	3.7917333	3.5047667	3.4708333	3.5127000
G649	8.1100000	10.5260000	7.6816500	9.3944333	10.1723333	10.0561000	7.2486500	9.8991333	9.5773667	9.4718000	8.8154500	9.1698667	8.4939500	8.5204000	10.0541667	10.5296667	6.9806667	7.2753000	6.0521000	5.7748667	8.7673667	7.7939333	8.2985500	8.2362000	8.9564333	8.5612000	8.6535000	9.8262667	8.9922500	8.5027000	8.4352667	8.6672333	9.4484667	8.6364333	9.6929333	9.7826200	9.7324600	9.7074400	9.3734000	9.5778800	10.0062400	9.7043333	9.7098667	9.5177000	9.6836667	9.4824000	9.4775333	9.4307333	9.6101000	8.3951000	8.5598333	8.3696333	8.4690333
G650	6.9679667	6.6942000	4.6153000	7.4031667	6.8840000	7.0134333	4.8080500	6.8037667	6.3115000	6.5376333	5.5587000	5.2577333	5.3739500	5.3734000	6.5402667	6.9012667	9.1448333	8.5078667	5.6341333	6.9981667	7.7069000	7.0975000	8.1636500	9.5724333	9.2925333	7.7158000	9.4147000	6.4126667	5.8390000	7.7759333	7.8538000	7.4943333	6.9899000	7.8394000	7.9473667	6.4980400	6.6187400	7.5523600	6.1624000	8.1327400	7.6755000	6.3323000	6.4399667	6.5158667	6.1492667	7.1864000	7.4338000	7.4193333	7.2738000	6.9385000	6.9261667	6.8606667	6.9390000
G651	3.6396000	3.4281667	3.4695500	3.5660667	3.6933667	3.6206667	3.3454500	3.5133333	3.7105333	4.0537333	6.8973000	6.8033667	5.8050000	5.4453500	3.9563000	4.5123333	6.6606333	6.9719667	4.2744333	4.6992667	5.9370000	3.8478000	4.2213500	4.2695000	4.1848667	3.9725000	4.0897000	6.2978333	7.3015000	4.0650667	3.8957000	3.8427667	3.8080667	3.8321000	2.9271667	9.1165600	9.1887400	9.4211400	9.0236600	8.3228800	8.8053000	3.0389333	3.1205667	3.2400333	3.0911333	3.7489667	3.7513000	3.7055000	3.7712000	3.3852667	3.4293333	3.4740000	3.5916333
G652	4.6311333	3.1420667	3.8350500	3.3827667	3.0523333	3.2096000	3.7821000	3.0376333	3.3967000	3.2390000	3.7078000	3.6467000	3.5666500	3.6082000	3.8107667	3.6973333	3.6196333	4.0826333	3.3750333	4.5501667	4.3134667	3.7787000	4.1755000	4.0521333	3.7806000	3.3175000	3.8045000	4.4006333	4.2678000	3.6455000	3.8871000	3.5552333	3.7392667	3.6666667	3.1078667	2.8675200	2.8628400	3.0026000	3.0929800	2.7730200	2.9991800	5.1765000	5.2085000	5.4474000	5.2252333	3.3325667	3.4963000	3.2503333	3.1736667	3.5114000	3.4555667	3.6630000	3.4613333
G653	8.0958333	8.9712000	9.2094000	8.6498333	9.0814000	8.9207000	9.1595000	9.0931000	9.1803000	9.4214333	9.6503000	9.0896000	9.7885000	9.7456000	9.6729667	9.6962333	8.0817333	8.1740333	8.0270000	6.5440333	9.4631000	7.1144667	8.2941500	9.1810333	9.4280333	8.7229000	8.9972000	9.4723667	8.9152000	8.9504000	9.0134333	8.9808667	9.1589000	9.0120000	8.3568000	9.3810800	9.2932200	9.1499600	9.1570200	8.7788800	9.1542800	8.1986000	8.2114333	8.4621333	8.5232000	8.7411333	8.9132000	8.8200000	8.9371333	8.5298333	8.6341333	8.6533333	8.7007000
G654	11.8880000	10.2399333	10.2634000	10.3063333	10.2870333	10.1493333	10.1535000	10.0299667	8.4828667	9.0222667	12.0710000	11.2393333	12.5715000	12.4030000	8.1253667	8.1585333	11.5296667	11.3833333	5.2386333	4.9433000	11.1793333	8.5194333	9.0775500	9.4243333	9.9872667	10.6240000	10.7480000	11.7870000	11.7190000	10.0525333	10.1458667	10.5946667	10.7206667	9.9758000	8.4652000	9.1513800	8.9731200	9.0440400	8.5619800	9.1020400	9.0233200	8.3300000	8.2955667	8.6322333	8.4865333	10.3840000	10.4206667	10.4233333	10.3752667	8.4581333	8.7382000	8.6638333	8.8388667
G655	8.9477000	8.3123667	9.4929500	8.8899667	9.1060000	9.0060333	9.4739500	9.1216667	10.1993333	9.5927667	8.9473000	8.9757333	9.1205500	8.7915000	10.2206667	10.1356667	8.4588333	8.4190333	4.8366000	5.2162000	7.3255000	6.2393333	8.3184000	8.6553333	8.6439667	9.1064000	9.2249000	7.8068667	7.7992000	8.9610333	8.9739000	9.1228000	8.8128667	8.9125333	9.6282333	9.0773800	8.9873200	8.9749400	8.9253200	8.8070400	9.2127600	6.9323667	7.0771000	6.9128333	7.1895333	8.8380000	8.9879000	8.9460667	9.0805000	9.3618667	9.4393667	9.5097333	9.5579000
G656	9.9231000	10.0046667	10.4890000	10.8403333	10.4070000	10.1886667	10.1720000	10.2912667	10.4383333	10.1434333	10.3690000	8.9483000	10.1960000	10.0584500	10.6990667	10.6426667	10.1302667	10.3066667	9.3348000	10.3603333	10.2103333	8.3573000	9.5030500	10.4396667	9.9665000	10.0770000	10.4970000	10.7080000	10.6620000	10.1283333	10.0093333	10.4625667	10.0297333	9.8891667	10.1858333	10.1756000	10.4732000	10.4445600	10.0769000	10.6404000	10.0201800	10.6766667	10.7096667	10.1068667	10.3142333	10.4483000	9.9801333	9.9920000	9.6878333	10.4107333	7.8911000	9.7183333	10.3443333
G657	11.8863333	11.7280000	12.0830000	11.7920000	12.1293333	12.3806667	9.5290500	11.8441000	11.6700000	11.8313333	11.2255000	12.3780000	8.8471500	11.7165000	10.9397667	11.9163333	11.5953333	11.6326667	12.2356667	12.1343333	11.8816667	11.7406667	12.0495000	11.2333333	11.4500000	11.0870000	9.8768000	11.6743333	11.1550000	11.3970000	11.8163333	9.6350333	12.4746667	12.2920000	11.3040000	11.9528000	10.5216200	11.9466000	10.3895600	12.2694000	11.6594000	11.7336667	11.6543333	10.3359333	12.5516667	11.6946667	11.5053333	11.3823333	12.2616667	11.8816667	11.9006667	11.2207333	12.2253333
G658	5.5382333	5.5630000	6.2497500	6.2529333	6.5514333	6.4792000	6.4781500	6.4924000	7.1583000	6.9554667	6.1217000	6.4731667	6.5911500	5.9001500	7.2840667	7.6998000	6.5155000	6.5246000	5.1555000	5.5833333	8.4710667	7.1209000	6.6094500	6.0598000	6.2762667	6.1075000	6.0766000	7.1780000	7.0438000	6.3995667	6.2989333	6.3491667	6.2245333	5.9526000	6.8216000	6.5502400	6.4745600	6.4220400	6.6168000	6.7729600	6.3696400	5.7453667	6.3936333	6.1792333	6.2282333	6.3686333	6.3162000	6.3873000	6.3521000	6.2696000	6.2221667	6.3853667	6.2794667
G659	7.0000333	6.1863333	8.2825000	8.2903333	7.8870333	8.0860667	8.6330500	8.0144000	9.1012000	7.5814667	9.1464000	9.2263000	9.1014000	8.5307000	8.8883333	8.2787000	7.6107667	8.0056333	4.4026667	4.5896667	8.0094667	7.0296333	8.5703500	7.2867000	7.7582333	8.1863000	6.4668000	9.4716000	9.4694500	8.4204667	8.1300000	8.3905333	8.2992333	7.9321000	10.3309333	9.4321600	9.2963400	9.1078800	9.3170000	8.4610200	8.7886200	6.2143333	6.4397333	6.4561000	6.3614000	8.3230333	8.3253667	8.3586000	8.1879000	8.5087000	8.4929333	8.3740000	8.5824667
G660	6.3325000	5.5251333	6.0471500	6.0847667	6.3385000	6.2805667	6.0758000	6.2169333	6.0327333	5.4109000	5.7058500	5.7384000	5.4910500	4.3981500	7.1967000	6.6505000	7.1265000	7.0481667	5.6777333	5.5910333	6.9173333	5.4162000	7.5756000	8.5991333	8.3794667	6.3610000	7.3050000	6.4950000	6.2859000	7.1386333	7.1422333	6.9289667	6.6158000	6.6141000	7.4192333	6.5723000	6.6110600	7.1531400	6.2301600	7.2452000	7.7631800	6.0754333	6.3803333	6.2716667	6.2537000	5.9792000	6.0919667	6.1913000	6.2093667	5.4055333	5.8473667	5.4870333	5.5961000
G661	5.8701333	5.9668667	6.8988500	7.3521333	5.9114667	6.4537000	5.9960500	6.3460000	6.2784000	5.6861667	4.8561000	4.0952667	4.2757500	4.3110500	6.8787333	6.4108667	6.1971333	6.2094333	5.4837667	4.8496667	8.0053333	7.1931333	8.4977500	7.7612333	7.5396333	6.3148000	6.1045000	5.6482333	5.7874000	7.1257667	6.9357333	6.5189333	6.7225000	6.7628667	9.4591333	6.5589400	6.3607000	7.1028400	6.5812400	7.1403600	7.9026800	5.9933667	6.3120000	6.1610667	6.0873667	7.2202000	7.2457667	7.2692667	6.8600000	6.2499000	5.9423667	5.9324000	6.1212667
G662	8.9246000	7.6325667	8.7456000	8.5300000	9.1395000	9.0076000	8.8416000	8.9748333	9.3002667	9.0396000	8.3240000	7.9677000	7.8424500	7.4199500	8.6504000	9.0197333	9.2843000	9.1900333	5.0865667	4.3274333	6.6965333	6.1845667	8.5815000	9.2779000	10.0584333	8.8254000	9.9949000	7.2846000	7.5901000	8.9752000	9.0960667	9.2661000	9.1099333	8.9315333	8.5316667	9.2301200	9.3518400	9.4347200	9.3973200	9.9660200	9.2219600	9.6528667	9.5916667	9.4975667	9.6507333	8.4638333	8.6763333	8.5946000	8.8975000	9.1269333	9.3320667	9.2308667	9.2432667
